CÓDIGO,NOME,BACIA,ALTITUDE (M),COORD_X (M),COORD_Y (M),LATITUDE (ºN),LONGITUDE (ºW),ENTIDADE,DISTRITO,CONCELHO,FREGUESIA,RIO,ÁREA DRENADA (KM2),DISTÂNCIA FOZ (KM),ENTRADA FUNCIONAMENTO,DATA FECHO,OBJECTIVO,ESTADO
27E/20F,MIRA - ESTUÁRIO EXTERIOR (F),OCEANO ATLÂNTICO,0,141273,83171,37.71315,-8.79912,INAG/IH,-,-,-,OCEANO ATLÂNTICO,-,-,26-02-2002,23-09-2004,SP,EXTINTA,
27E/20S,MIRA - ESTUÁRIO EXTERIOR (S),OCEANO ATLÂNTICO,0,141273,83171,37.71315,-8.79912,INAG/IH,-,-,-,OCEANO ATLÂNTICO,-,-,26-02-2002,23-09-2004,SP,EXTINTA,
27E/05F,MIRA - FOZ (F),MIRA,0,-,-,37.71472,-8.7908,ARH-ALENTEJO,-,-,-,RIO MIRA,-,-,01-01-2019,-,DQA,ATIVA,
27E/05S,MIRA - FOZ (S),MIRA,0,-,-,37.71472,-8.7908,ARH-ALENTEJO,-,-,-,RIO MIRA,-,-,24-03-2011,-,EEMA,ATIVA,
27E/02F,MIRA - FOZ PONTE QUEBRADA (F),MIRA,0,-,-,37.701,-8.73567,ARH-ALENTEJO,BEJA,ODEMIRA,-,RIO MIRA,-,-,24-03-2011,-,EEMA,ATIVA,
27E/02S,MIRA - FOZ PONTE QUEBRADA (S),MIRA,0,-,-,37.701,-8.73567,ARH-ALENTEJO,BEJA,ODEMIRA,-,RIO MIRA,-,-,24-03-2011,-,EEMA,ATIVA,
27E/03F,MIRA - FOZ PORTO MÓ (F),MIRA,0,-,-,37.7266,-8.75198,ARH-ALENTEJO,BEJA,ODEMIRA,-,RIO MIRA,-,-,24-03-2011,-,EEMA,ATIVA,
27E/03S,MIRA - FOZ PORTO MÓ (S),MIRA,0,-,-,37.7266,-8.75198,ARH-ALENTEJO,BEJA,ODEMIRA,-,RIO MIRA,-,-,24-03-2011,-,EEMA,ATIVA,
27E/01F,MIRA - MONTANTE MOINHO LOURAZ (F),MIRA,0,-,-,37.67717,-8.72805,ARH-ALENTEJO,BEJA,ODEMIRA,-,RIO MIRA,-,-,24-03-2011,-,EEMA,ATIVA,
27E/01S,MIRA - MONTANTE MOINHO LOURAZ (S),MIRA,0,-,-,37.67717,-8.72805,ARH-ALENTEJO,BEJA,ODEMIRA,-,RIO MIRA,-,-,24-03-2011,-,EEMA,ATIVA,
27E/04F,MIRA - PONTE ESTRADA 393 (F),MIRA,0,-,-,37.72647,-8.77035,ARH-ALENTEJO,BEJA,ODEMIRA,-,RIO MIRA,-,-,24-03-2011,-,EEMA,ATIVA,
27E/04S,MIRA - PONTE ESTRADA 393 (S),MIRA,0,-,-,37.72647,-8.77035,ARH-ALENTEJO,BEJA,ODEMIRA,-,RIO MIRA,-,-,24-03-2011,-,EEMA,ATIVA,
28F/23,MIRA - QUINTA VALE PALHETE,MIRA,3,153846,72507,37.607556,-8.6582912,ARH-ALENTEJO,BEJA,ODEMIRA,ODEMIRA (SÃO SALVADOR),RIO MIRA,1140.99,27.61,26-02-2002,-,SP / DQA_QUIM_VIG_OPER / DQA_ECOL_OPER,ATIVA,
28F/24,MIRA - VAU TORRINHAS/MONTINHO,MIRA,13,158743,67275,37.57089,-8.6001,INAG/IH,BEJA,ODEMIRA,BOAVISTA DOS PINHEIROS,RIO MIRA,979.92,40.6,26-02-2002,24-09-2003,SP,EXTINTA,
27E/21,MIRA - VILA NOVA MILFONTES,MIRA,0,142227,83835,37.7192,-8.78834,INAG/IH,BEJA,ODEMIRA,LONGUEIRA/ALMOGRAVE,RIO MIRA,1572.17,.11,26-02-2002,28-09-2004,SP,EXTINTA,
21B/23,MIRAFLORES,TEJO,27,-,-,38.711761,-9.224444,ARH-TEJO,LISBOA,OEIRAS,UNIÃO DAS FREGUESIAS DE ALGÉS  LINDA-A-VELHA E CRUZ QUEBRADA-DAFUNDO,,-,-,-,-,-,-,
05T/50,MIRANDA DO DOURO,DOURO,634,355014,504911,41.498025,-6.276519,UTAD,BRAGANÇA,MIRANDA DO DOURO,MIRANDA DO DOURO,RIO FRESNO,-,-,31-05-2010,-,DQA_ECOL_VIG,ATIVA,
12H/11,MIRO - CCHE,MONDEGO,55,-,-,40.2935,-8.240694,EDP,COIMBRA,PENACOVA,OLIVEIRA DO MONDEGO,RIO ALVA OU RIBEIRA DA FERVENÇA,-,-,01-01-2011,-,TURH,ATIVA,
06G/07,MODELOS,DOURO,259,178027,476756,41.2597,-8.39531,ARH-NORTE,PORTO,PAÇOS DE FERREIRA,MODELOS,RIO FERREIRA,57.56,50.17,02-02-1993,-,CAPTAÇÃO-75-440 / EXTRACÇÃO / NITRATOS / DQA_QUIM_VIG,ATIVA,
14G/51,MOGADOURO,TEJO,175,-28859.64,24963.79,39.8926048823,-8.47053920292,ARH-TEJO,-,-,-,RIO NABÃO,-,-,10-02-2011,-,DQA_ECOL_OPER,ATIVA,
11G/50,MOGOFORES,VOUGA/RIBEIRAS COSTEIRAS,25,-27656.74,87191.99,40.452263,-8.458607,ARH-CENTRO,AVEIRO,ANADIA,MOGOFORES,RIO CÉRTIMA OU RIBEIRA DE SANTA CRISTINA,-,-,05-03-2013,-,DQA_ECOL_OPER,ATIVA,
03H/08,MOIMENTA,CÁVADO/RIBEIRAS COSTEIRAS,89,185094,527950,41.72081,-8.31225,CCDR-NORTE,BRAGA,VILA VERDE,VALDREU,RIO HOMEM,125.86,60.27,14-07-1997,15-07-1999,CAPTAÇÃO / EXTRACÇÃO,EXTINTA,
04J/03,MOIMENTA - AROSA,DOURO,179,-,-,41.516482,-7.890209,ARH-NORTE,BRAGA,CABECEIRAS DE BASTO,CAVEZ,,-,-,-,-,-,-,
02P/01,MOIMENTA DA RAIA,DOURO,875,-,-,41.94913,-6.97947,ARH-NORTE,BRAGANÇA,VINHAIS,UNIÃO DAS FREGUESIAS DE MOIMENTA E MONTOUTO,,-,-,-,-,-,-,
09N/01,MOIMENTINHA,DOURO,526,-,-,40.74679,-7.23549,ARH-NORTE,GUARDA,TRANCOSO,MOIMENTINHA,,-,-,-,-,-,-,
25G/02,MOINHO BRAVO,SADO,38,175617,121607,38.056123,-8.410866,ARH-ALENTEJO,SETÚBAL,GRÂNDOLA,AZINHEIRA DOS BARROS E SÃO MAMEDE DO SÁDÃO,RIBEIRA DE CORONA,-,-,01-04-2009,-,DQA_ECOL_OPER,ATIVA,
22N/01,MOINHO CANEIRO (ALB. ALQUEVA),GUADIANA,134,276351,183321,38.614,-7.25647,CCDR-CENTRO,ÉVORA,ALANDROAL,ALANDROAL (NOSSA SENHORA DA CONCEIÇÃO),RIO GUADIANA,51041.68,220.29,18-10-1994,20-09-1995,Fluxo,EXTINTA,
20L/01,MOINHO DA BELA,TEJO,236,-,-,38.952904,-7.531272,ARH-TEJO,ÉVORA,ESTREMOZ,VEIROS,,-,-,-,-,-,-,
20J/02,MOINHO DA FIGUEIRA,TEJO,140,-,-,38.887563,-7.994984,ARH-TEJO,ÉVORA,MORA,PAVIA,,-,-,-,-,-,-,
16D/09,MOINHO DA MATA,RIBEIRAS DO OESTE,17,-,-,39.600622,-8.983772,ARH-TEJO,-,-,-,,-,-,-,-,-,-,
25L/15F,MOINHO DAS BARCAS - CCHA (F),GUADIANA,73,255159,132559,38.15831,-7.50375,EDIA,BEJA,MOURA,MOURA (SÃO JOÃO BAPTISTA),RIO GUADIANA,-,-,13-12-2005,-,EDIA,ATIVA,
25L/15S,MOINHO DAS BARCAS - CCHA (S),GUADIANA,73,255159,132559,38.15831,-7.50375,EDIA,BEJA,MOURA,MOURA (SÃO JOÃO BAPTISTA),RIO GUADIANA,-,-,07-03-2003,-,DQA_ECOL_OPER,ATIVA,
14N/08,MOINHO DO CHICO,TEJO,175,-,-,39.877139,-7.326815,ARH-TEJO,CASTELO BRANCO,CASTELO BRANCO,UNIÃO DAS FREGUESIAS DE ESCALOS DE BAIXO E MATA,,-,-,-,-,-,-,
15M/04,MOINHO DO COELHO,TEJO,161,-,-,39.719699,-7.475343,ARH-TEJO,CASTELO BRANCO,CASTELO BRANCO,MALPICA DO TEJO,,-,-,-,-,-,-,
17J/05,MOINHO DO TORRÃO,TEJO,179,-,-,39.346654,-7.899258,ARH-TEJO,PORTALEGRE,GAVIÃO,MARGEM,,-,-,-,-,-,-,
28L/51,MOINHO DOS CADAVAIS,GUADIANA,28,56420,-243702,37.4711685,-7.4953053,ARH-ALGARVE,FARO,ALCOUTIM,ALCOUTIM,RIBEIRA DE CADAVAIS,-,-,04-02-2013,-,DQA_QUIM_VIG / DQA_ECOL_VIG,ATIVA,
22K/03,MOINHO ENCARNADO,GUADIANA,199,-,-,38.559162,-7.777198,ARH-ALENTEJO,-,-,-,,-,-,-,-,-,-,
23K/50,MOINHO FUNCHAL - MONNOV5 - CCHA,GUADIANA,173,236887,160197,38.40821,-7.71078,ARH-ALENTEJO / EDIA,ÉVORA,PORTEL,MONTE DO TRIGO,RIBEIRA DA ALDEIA OU DA PECENA,-,-,28-04-2009,-,DQA_ECOL_OPER,ATIVA,
25G/03,MOINHO GAMITINHA,SADO,31,175857,122289,38.06714,-8.40821,ARH-ALENTEJO,SETÚBAL,GRÂNDOLA,AZINHEIRA DOS BARROS E SÃO MAMEDE DO SÁDÃO,RIO SADO,2936.86,111.94,18-10-1994,-,PISC-CIP / DQA_ECOL_OPER,ATIVA,
21J/01,MOINHO LIBERDADE,TEJO,214,-,-,38.767688,-7.981145,ARH-TEJO,ÉVORA,ARRAIOLOS,ARRAIOLOS,,-,-,-,-,-,-,
22M/50,MOINHO LUCAS,GUADIANA,209,258248,187308,38.6509529,-7.4694546,ARH-ALENTEJO,ÉVORA,ALANDROAL,ALANDROAL (NOSSA SENHORA DA CONCEIÇÃO),RIBEIRA LUCEFÉCIT,-,-,27-04-2009,-,DQA_ECOL_OPER,ATIVA,
21K/50,MOINHO NOGUEIRAS,TEJO,223,238605,203872,38.80156,-7.68869,ARH-TEJO,ÉVORA,ARRAIOLOS,VIMIEIRO,RIBEIRA DE TERA,-,-,28-01-2010,-,DQA_ECOL_OPER,ATIVA,
18I/01,MOINHO NOVO,TEJO,94,208974,251142,39.22815,-8.02918,ARH-TEJO,PORTALEGRE,PONTE DE SOR,TRAMAGA,RIO SÔR,647.05,163.26,02-11-1999,-,IMPACTO / PISC-CIP-78-659 / DQA_QUIM_VIG / DQA_ECOL_OPER,ATIVA,
07L/01,MOINHO PONTE NOVA,DOURO,475,252268,450670,41.02345,-7.51167,ARH-NORTE,VISEU,TABUAÇO,SENDIM,RIO TÁVORA,384.14,145.53,29-05-1990,-,IMPACTO / PISC-CIP-78-659,ATIVA,
20G/50,MOINHO VENDA,TEJO,21,175286,224888,38.99137,-8.41835,ARH-TEJO,SANTARÉM,CORUCHE,CORUCHE,RIBEIRA DO VALE DAS AGUAS BELAS,-,-,30-09-2009,-,DQA_ECOL_VIG,ATIVA,
20H/05,MOINHOLAS,TEJO,60,-,-,38.970193,-8.19631,ARH-TEJO,ÉVORA,MORA,MORA,,-,-,-,-,-,-,
15D/04,MOINHOS DA BAROSA,LIS/RIBEIRAS COSTEIRAS,30,-,-,39.748161,-8.840199,ARH-CENTRO,LEIRIA,LEIRIA,UNIÃO DAS FREGUESIAS DE MARRAZES E BAROSA,,-,-,-,-,-,-,
10K/04,MOINHOS PEPIM,MONDEGO,314,232986,409278,40.65155,-7.743477,ARH-CENTRO,VISEU,PENALVA DO CASTELO,PINDO,RIBEIRA DE COJA,133.37,151.95,13-02-2002,-,PISC-CIP-78-659,ATIVA,
16C/50,MOIRA,RIBEIRAS DO OESTE,4,119232,290782,39.58143,-9.0732,ARH-TEJO,LEIRIA,NAZARÉ,NAZARÉ,RIO ALCOBAÇA,-,-,08-10-2009,-,DQA_ECOL_VIG,ATIVA,
07J/50,MOITA,DOURO,876,221581,451131,41.027978,-7.879055,UTAD,VISEU,LAMEGO,BIGORNE,RIO BALSEMAO,-,-,06-05-2010,-,DQA_ECOL_OPER,ATIVA,
07K/04,MOLEDO,DOURO,49,225500,464750,41.154423,-7.837018,ARH-NORTE,VISEU,LAMEGO,PENAJÓIA,RIO DOURO,91875.96,99.35,10-10-1988,-,CAPTAÇÃO-75-440 / EXTRACÇÃO / NITRATOS / DQA_QUIM_VIG,ATIVA,
02D/01BIV,MOLEDO (CAMINHA) (Biota-Bivalves),MINHO,-,-,-,41.847133,-8.869321,ARH-NORTE,-,-,-,,-,-,-,-,-,-,
07K/06,MOLEDO CAPTAÇÃO,DOURO,49,225497,464756,41.15157,-7.82937,CCDR-NORTE,VISEU,LAMEGO,PENAJÓIA,RIO DOURO,91875.96,99.35,13-01-1999,01-02-2000,CAPTAÇÃO / EXTRACÇÃO,EXTINTA,
31K/04,MONCARAPACHO,,49,-,-,37.086672,-7.784598,ARH-ALGARVE,FARO,OLHÃO,MONCARAPACHO,RIBEIRA DO TRONCO OU TABUEIRA,-,-,01-01-2018,-,DQA,ATIVA,
13D/29F,MONDEGO - BACIA MANOBRA - FIGUEIRA FOZ (F),OCEANO ATLÂNTICO,0,136490,353301,40.143738,-8.875968,INAG/IH,-,-,-,OCEANO ATLÂNTICO,-,-,16-03-2003,13-09-2004,SP,EXTINTA,
13D/29S,MONDEGO - BACIA MANOBRA - FIGUEIRA FOZ (S),OCEANO ATLÂNTICO,0,136340,353098,40.143738,-8.875968,INAG/IH,-,-,-,OCEANO ATLÂNTICO,-,-,23-02-2002,13-09-2004,SP,EXTINTA,
13D/04F,MONDEGO - CRAVEIRAS DE CIMA (F),,1,-,-,40.12643,-8.84773,-,-,-,-,,-,-,01-01-2019,-,DQA,ATIVA,
13D/04S,MONDEGO - CRAVEIRAS DE CIMA (S),MONDEGO,1,-,-,40.12643,-8.84773,INAG/IPIMAR,COIMBRA,FIGUEIRA DA FOZ,SÃO PEDRO,RIO MONDEGO,-,-,02-06-2009,-,EEMA,ATIVA,
13D/27F,MONDEGO - ESTUÁRIO EXTERIOR (F),OCEANO ATLÂNTICO,0,136794,353146,40.13703,-8.89454,INAG/IH,-,-,-,OCEANO ATLÂNTICO,-,-,23-02-2002,13-09-2004,SP,EXTINTA,
13D/27S,MONDEGO - ESTUÁRIO EXTERIOR (S),OCEANO ATLÂNTICO,0,136594,352975,40.13703,-8.89454,INAG/IH,-,-,-,OCEANO ATLÂNTICO,-,-,23-02-2002,13-09-2004,SP,EXTINTA,
13D/02F,MONDEGO - FIGUEIRA FOZ (F),,1,-,-,40.147227,-8.855058,-,-,-,-,,-,-,01-01-2019,-,DQA,ATIVA,
13D/02S,MONDEGO - FIGUEIRA FOZ (S),MONDEGO,1,138480,353431,40.147227,-8.855058,ARH-CENTRO,COIMBRA,FIGUEIRA DA FOZ,-,RIO MONDEGO,-,-,25-01-2011,-,-,ATIVA,
13E/01F,MONDEGO - FONTELA (F),,0,-,-,40.13816,-8.80859,-,-,-,-,,-,-,01-01-2019,-,DQA,ATIVA,
13E/01S,MONDEGO - FONTELA (S),MONDEGO,0,142434,352395,40.13816,-8.80859,ARH-CENTRO,COIMBRA,FIGUEIRA DA FOZ,VILA VERDE,RIO MONDEGO,-,-,25-01-2011,-,-,ATIVA,
13D/01,MONDEGO - FOZ (ESPORÃO NORTE),MONDEGO,0,136880,353280,40.14574,-8.87384,ARH-CENTRO,-,-,-,RIO MONDEGO,-,-,25-01-2011,-,-,ATIVA,
13E/02F,MONDEGO - LARES (F),MONDEGO,1,-,-,40.11001,-8.78094,-,-,-,-,,-,-,01-01-2019,-,DQA,ATIVA,
13E/02S,MONDEGO - LARES (S),MONDEGO,1,144768,349251,40.11001,-8.78094,ARH-CENTRO,COIMBRA,FIGUEIRA DA FOZ,-,RIO MONDEGO,-,-,25-01-2011,-,-,ATIVA,
13D/28,MONDEGO - MO2A,MONDEGO,0,139652,353312,40.14623,-8.84131,INAG/IH,COIMBRA,FIGUEIRA DA FOZ,SÃO JULIÃO DA FIGUEIRA DA FOZ,RIO MONDEGO,6354.85,2.94,18-03-2003,13-09-2004,SP,EXTINTA,
12F/24,MONDEGO - PEREIRA/PONTE PORTO MÓS,MONDEGO,3,161015,358084,40.19047,-8.59026,INAG/IH,COIMBRA,MONTEMOR-O-VELHO,CARAPINHEIRA,RIO MONDEGO,5051.24,32.74,23-02-2002,15-09-2002,SP,EXTINTA,
13D/03F,MONDEGO - PONTE GALA (F),,0,-,-,40.13502,-8.85253,-,-,-,-,,-,-,01-01-2019,-,DQA,ATIVA,
13D/03S,MONDEGO - PONTE GALA (S),MONDEGO,0,138687,352075,40.13502,-8.85253,ARH-CENTRO,COIMBRA,FIGUEIRA DA FOZ,SÃO PEDRO,RIO MONDEGO,-,-,25-01-2011,-,-,ATIVA,
13D/05F,MONDEGO - PONTE GALA B (F),MONDEGO,0,-,-,40.13417,-8.8534,INAG/IPIMAR,COIMBRA,FIGUEIRA DA FOZ,SÃO PEDRO,RIO MONDEGO,-,-,02-06-2009,-,EEMA,ATIVA,
13D/05S,MONDEGO - PONTE GALA B (S),MONDEGO,0,-,-,40.13417,-8.8534,INAG/IPIMAR,COIMBRA,FIGUEIRA DA FOZ,SÃO PEDRO,RIO MONDEGO,-,-,02-06-2009,-,EEMA,ATIVA,
13E/03F,MONDEGO - PONTE VERRIDE (F),,2,-,-,40.14378,-8.711,-,-,-,-,,-,-,01-01-2019,-,DQA,ATIVA,
13E/03S,MONDEGO - PONTE VERRIDE (S),MONDEGO,2,150755,352960,40.14378,-8.711,ARH-CENTRO,COIMBRA,MONTEMOR-O-VELHO,-,RIO MONDEGO,-,-,25-01-2011,-,-,ATIVA,
12G/25,MONDEGO - PORTO CASAIS (JUSANTE COIMBRA),MONDEGO,9,170153,360927,40.21644,-8.48373,ARH-CENTRO,COIMBRA,COIMBRA,SÃO MARTINHO DO BISPO,RIO MONDEGO,4943.08,42.86,23-02-2002,-,SP / DQA_QUIM_OPER,ATIVA,
13E/07F,MONDEGO - QUINTA CANAL/LARES (F),MONDEGO,1,-,-,40.11083,-8.78115,INAG/IPIMAR,COIMBRA,FIGUEIRA DA FOZ,-,RIO MONDEGO,-,-,02-06-2009,-,EEMA,ATIVA,
13E/07S,MONDEGO - QUINTA CANAL/LARES (S),MONDEGO,1,-,-,40.11083,-8.78115,INAG/IPIMAR,COIMBRA,FIGUEIRA DA FOZ,-,RIO MONDEGO,-,-,02-06-2009,-,EEMA,ATIVA,
13E/04F,MONDEGO - TORRÃO (FOZ RIO PRANTO) (F),,0,-,-,40.12005,-8.83271,-,-,-,-,,-,-,01-01-2019,-,DQA,ATIVA,
13E/04S,MONDEGO - TORRÃO (FOZ RIO PRANTO) (S),MONDEGO,0,140363,350400,40.12005,-8.83271,ARH-CENTRO,COIMBRA,FIGUEIRA DA FOZ,LAVOS,RIO MONDEGO,-,-,25-01-2011,-,DQA_ECOL_VIG,ATIVA,
12H/26,MONDEGO - VALE CORTIÇO (JUSANTE REBORDOSA),MONDEGO,39,186855,363484,40.2399,-8.28758,INAG/IH,COIMBRA,PENACOVA,LORVÃO,RIO MONDEGO,4106.02,67.41,23-02-2002,-,SP,REATIVADA,
13E/08F,MONDEGO - VALE ROSAS (F),MONDEGO,0,-,-,40.14095,-8.81592,INAG/IPIMAR,COIMBRA,FIGUEIRA DA FOZ,VILA VERDE,RIO MONDEGO,-,-,02-06-2009,-,EEMA,ATIVA,
13E/08S,MONDEGO - VALE ROSAS (S),MONDEGO,0,-,-,40.14095,-8.81592,INAG/IPIMAR,COIMBRA,FIGUEIRA DA FOZ,VILA VERDE,RIO MONDEGO,-,-,02-06-2009,-,EEMA,ATIVA,
13E/23,MONDEGO - VERRIDE,MONDEGO,2,150790,352932,40.14353,-8.71058,INAG/IH,COIMBRA,MONTEMOR-O-VELHO,VERRIDE,RIO ARUNCA,5792.76,18.69,23-02-2002,13-09-2004,SP,EXTINTA,
13E/06F,MONDEGO - VERRIDE B (F),MONDEGO,2,-,-,40.14322,-8.71,INAG/IPIMAR,COIMBRA,MONTEMOR-O-VELHO,-,RIO MONDEGO,-,-,02-06-2009,-,EEMA,ATIVA,
13E/06S,MONDEGO - VERRIDE B (S),MONDEGO,2,-,-,40.14322,-8.71,INAG/IPIMAR,COIMBRA,MONTEMOR-O-VELHO,-,RIO MONDEGO,-,-,02-06-2009,-,EEMA,ATIVA,
05J/02,MONDIM,DOURO,148,214350,492650,41.39945,-7.95443,CCDR-NORTE,VILA REAL,MONDIM DE BASTO,MONDIM DE BASTO,RIO CABRIL,62.39,105.34,23-07-1997,-,CAPTAÇÃO / EXTRACÇÃO,REATIVADA,
27M/50,MONTA LAGUNA,GUADIANA,73,261180,81981,37.70227,-7.43933,ARH-ALENTEJO,BEJA,MÉRTOLA,CORTE DO PINTO,RIO CHANÇA,-,-,09-03-2010,-,DQA_ECOL_VIG,ATIVA,
02K/01,MONTALEGRE - CCHE,CÁVADO/RIBEIRAS COSTEIRAS,964,229705,542434,41.849959,-7.776109,CCDR-NORTE,VILA REAL,MONTALEGRE,PADROSO,RIO CÁVADO,19.99,120.85,20-11-1996,-,CAPTAÇÃO / EXTRACÇÃO,REATIVADA,
28F/01,MONTANTE ODEMIRA,MIRA,7,154645,69519,37.59091,-8.64661,INAG/IPIMAR,BEJA,ODEMIRA,-,RIO MIRA,-,-,24-03-2011,-,EEMA,ATIVA,
07O/51,MONTE,DOURO,246,279620,447708,40.9946,-7.1869,UTAD,GUARDA,MÊDA,LONGROIVA,,-,-,29-04-2010,-,DQA_ECOL_OPER,ATIVA,
20D/06,MONTE ADEMA,TEJO,0,-,-,38.87478,-8.86959,ARH-TEJO,SANTARÉM,BENAVENTE,SAMORA CORREIA,,-,-,-,-,-,-,
25K/50,MONTE ANDRESA,GUADIANA,111,234838,128637,38.12399,-7.73579,ARH-ALENTEJO,BEJA,VIDIGUEIRA,SELMES,RIBEIRA DE SELMES,-,-,23-04-2009,-,DQA_ECOL_VIG,ATIVA,
19M/51,MONTE ASSEICEIRA,GUADIANA,308,67126.33,-56407.18,39.177149,-7.344694,ARH-ALENTEJO,PORTALEGRE,ARRONCHES,ASSUNÇÃO,RIBEIRA DA ASSEICEIRA OU DA TORRE,-,-,11-05-2009,-,DQA_ECOL_OPER,ATIVA,
20I/50,MONTE AZENHA,TEJO,68,201916,222263,38.967938,-8.105516,ARH-TEJO,ÉVORA,MORA,MORA,RIBEIRA DA AZENHA,-,-,29-09-2009,-,DQA_ECOL_VIG,ATIVA,
24I/50,MONTE AZINHEIRA,SADO,129,10747.25,-160005.15,38.226894,-8.010368,ARH-ALENTEJO,BEJA,ALVITO,ALVITO,RIBEIRA DE ODIVELAS OU ORIOLA OU ALVITO,-,-,25-03-2009,-,PISC-CIP / DQA_ECOL_OPER,ATIVA,
21I/01,MONTE BESTEIRINHOS,TEJO,151,-,-,38.81746,-8.161469,ARH-TEJO,SANTARÉM,CORUCHE,COUÇO,,-,-,-,-,-,-,
09I/09,MONTE CAVALO,VOUGA/RIBEIRAS COSTEIRAS,253,-,-,40.7209185,-8.118468791,ARH-CENTRO,VISEU,VOUZELA,UNIÃO DAS FREGUESIAS DE VOUZELA E PAÇOS DE VILHARIGUES,,-,-,-,-,-,-,
29D/02,MONTE CLÉRIGO,,0,-,-,37.340188,-8.856395,-,-,-,-,,-,-,01-01-2019,-,-,ATIVA,
25N/50,MONTE COROADA,GUADIANA,148,273357,124018,38.08007,-7.29701,ARH-ALENTEJO,BEJA,MOURA,SOBRAL DA ADIÇA,RIO ARDILA,-,-,21-04-2009,-,DQA_ECOL_OPER,ATIVA,
21J/06,MONTE DA ABEGOARIA,TEJO,263,-,-,38.673462,-7.93558,ARH-TEJO,ÉVORA,ÉVORA,NOSSA SENHORA DA GRAÇA DO DIVOR,,-,-,-,-,-,-,
28J/03,MONTE DA CAIADA,GUADIANA,167,-,-,37.5870633,-7.9180942,SOMINCOR,-,-,-,,-,-,-,-,-,-,
18J/02,MONTE DA ENXARRA,TEJO,136,-,-,39.180545,-7.845534,ARH-TEJO,PORTALEGRE,AVIS,UNIÃO DAS FREGUESIAS DE BENAVILA E VALONGO,,-,-,-,-,-,-,
18L/01,MONTE DA PAZ,TEJO,229,-,-,39.250045,-7.551719,ARH-TEJO,PORTALEGRE,CRATO,UNIÃO DAS FREGUESIAS DE CRATO E MÁRTIRES  FLOR DA ROSA E VALE DO PESO,,-,-,-,-,-,-,
27J/01,MONTE DA PONTE,GUADIANA,101,223952,96487,37.8347,-7.861,ARH-ALENTEJO,BEJA,MÉRTOLA,ALCARIA RUIVA,RIO COBRES OU RIBEIRA DE TERGES,720.76,127.26,09-11-1999,-,IMPACTO / PISC-CIP-78-659 / DQA_ECOL_OPER,ATIVA,
21J/05,MONTE DA RAIMUNDA,TEJO,253,-,-,38.724703,-7.8857,ARH-TEJO,ÉVORA,ARRAIOLOS,IGREJINHA,,-,-,-,-,-,-,
13M/02,MONTE DA SILVEIRA,TEJO,349,-,-,40.040395,-7.407446,ARH-TEJO,-,-,-,,-,-,01-05-2019,-,DQA,ATIVA,
14O/05,MONTE DA TOULA,TEJO,219,-,-,39.863758,-7.135156,ARH-TEJO,CASTELO BRANCO,IDANHA-A-NOVA,UNIÃO DAS FREGUESIAS DE IDANHA-A-NOVA E ALCAFOZES,,-,-,-,-,-,-,
21O/01,MONTE DA VINHA,GUADIANA,152,291001,207617,38.831796,-7.084847,ARH-ALENTEJO,PORTALEGRE,ELVAS,AJUDA  SALVADOR E SANTO ILDEFONSO,RIO GUADIANA,49865.28,257.79,13-10-1981,-,PCTI / PISC-CIP-2 / LE(PISC-CIP) / FLUXO-TFRONT-LE(PISC-CIP; CAPTAÇÃO) / SP / NITRATOS / DQA_QUIM_VIG_OPER / CADC / DQA_ECOL_OPER,ATIVA,
21O/01PEIX,MONTE DA VINHA (Biota-Peixes),GUADIANA,-,-,-,38.831796,-7.084847,ARH-ALENTEJO,-,-,-,,-,-,-,-,-,-,
20O/05,MONTE DA VINHA - JUSANTE,GUADIANA,156,290721,206736,38.8430726,-7.0769046,ARH-ALENTEJO,PORTALEGRE,ELVAS,AJUDA  SALVADOR E SANTO ILDEFONSO,RIO CAIA,-,-,08-07-2009,-,DQA_QUIM_VIG / DQA_ECOL_OPER,ATIVA,
20K/01,MONTE DAS ALVARUANES,TEJO,195,-,-,38.870562,-7.792346,ARH-TEJO,ÉVORA,ARRAIOLOS,VIMIEIRO,,-,-,-,-,-,-,
20J/52,MONTE DAS CASAS VELHAS,TEJO,155,14935.72,-89158.78,38.8650482207,-7.96101942334,ARH-TEJO,-,-,-,,-,-,11-02-2011,-,DQA_ECOL_OPER,ATIVA,
17K/03,MONTE DAS PEDRAS,TEJO,224,-,-,39.374594,-7.764954,ARH-TEJO,PORTALEGRE,CRATO,MONTE DA PEDRA,,-,-,-,-,-,-,
19L/01,MONTE DO BURRINHO,TEJO,186,-,-,39.059789,-7.577369,ARH-TEJO,PORTALEGRE,FRONTEIRA,SÃO SATURNINO,,-,-,-,-,-,-,
21I/04,MONTE DO CABIDO ENCARNADO,TEJO,272,-,-,38.686817,-8.058177,ARH-TEJO,ÉVORA,ARRAIOLOS,UNIÃO DAS FREGUESIAS DE GAFANHOEIRA (SÃO PEDRO) E SABUGUEIRO,,-,-,-,-,-,-,
19M/01,MONTE DO CARRASCAL,TEJO,235,-,-,39.078274,-7.437555,ARH-TEJO,PORTALEGRE,MONFORTE,MONFORTE,,-,-,-,-,-,-,
19O/51,MONTE DO MACHADO,GUADIANA,215,292638,237220,39.102725,-7.06431,ARH-ALENTEJO,PORTALEGRE,CAMPO MAIOR,SÃO JOÃO BAPTISTA,BARRANCO DOS MARMELEIROS,-,-,17-03-2010,-,DQA_ECOL_OPER,ATIVA,
